ID	ExplanationText
434	 A, C, and D are correct. These are the consumers duties in a cloud setup. The provider handles physical security, but the customer configures application access and device-level security.
435	 A, B, and C are correct. These responsibilities stay with the customer regardless of the cloud model. VM orchestration may be managed in PaaS/SaaS.
436	 B is correct. IaaS gives users the most control over networking, OS, and applications. SaaS and PaaS abstract away many of those responsibilities.
437	 A is correct. IaaS places responsibility for most of the stack on the customer. SaaS and others offload much more to the provider.
438	 A, B, and C are correct. These are all components managed by customers in IaaS. Data centers are always the provider's responsibility.
439	 A, B, and D are correct. Serverless techs offer auto-scaling, high availability, and usage-based billing. Manual scaling is not a benefit.
440	 B, C, and D are correct. These define serverless architecture. Server provisioning is abstracted away, not handled by the user.
441	 A, C, and D are correct. These are core serverless features. Infinite scaling is not realistic  even serverless has limits.
442	 B and C are correct. Containers are self-contained environments that provide app-level isolation. A and D describe VMs more accurately.
444	 B and C are correct. Containers are lightweight and portable because they include all dependencies. They dont need hypervisors and dont run full OS instances.
445	 A is correct. Microservices use modular, loosely coupled services. The others describe older or unrelated architectures.
446	 A and B are correct. Microservices help with scalability and deployment. Manual patching is contrary to microservice benefits.
447	 A, B, and C are correct. These are strengths of microservices. D (monolithic) is the opposite of microservice architecture.
448	 A and B are correct. Virtualization abstracts OS and shares hardware efficiently. C and D dont accurately describe virtualization.
449	 A and B are correct. Hypervisors abstract hardware and create/manage VMs. C and D are unrelated to hypervisor roles.
450	 A and D are correct. VMware ESXi and KVM are both Type 1 (bare metal) hypervisors. VirtualBox and Workstation are Type 2.
451	 A and B are correct. Type 1 runs directly on hardware; Type 2 runs on top of a host OS. C and D are incorrect pairings.
452	 B is correct. Type 2 hypervisors run within a host OS (e.g., Windows). The others are incorrect or too abstract.
453	 A, B, and D are correct. These are common hypervisors used in cloud deployments. Docker is a container platform, not a hypervisor.
454	 A, B, and C are correct. These are classic use cases for virtualization. D (cloud cost analysis) is more of a finance tool than a virtualization function.
486	 D is correct because Infrastructure as Code (IaC) automates provisioning through machine-readable definition files. A is incorrect because manual configuration lacks automation and repeatability. B is incorrect because scripting lacks structure and versioning IaC tools provide. C is incorrect because CLI tools dont manage full infrastructure state.
487	 A is correct because IaC enables consistent, repeatable infrastructure deployments. B is incorrect because it doesn't inherently manage infrastructure consistency. C is incorrect because virtualization platforms require configuration but aren't declarative. D is incorrect because microservices are application-level, not infrastructure.
491	 A is correct because decentralized networks distribute control, improving fault tolerance. B is incorrect because centralized networks create single points of failure. C is incorrect because virtualized networks describe infrastructure, not control. D is incorrect because client-server implies centralized control.
493	 B is correct because hypervisors create and manage virtual machines on host hardware. A is incorrect because provisioning tools configure resources, not virtual environments. C is incorrect because containers operate above the OS layer, not directly with hypervisors. D is incorrect because kernel modules support OS functions, not virtualization.
497	 A is correct because IoT devices are often deployed without strong security controls, increasing the network's attack surface. B is incorrect because SCADA is typically behind more controlled environments. C is incorrect because microservices are backend application components. D is incorrect because containers are isolated environments, not inherently vulnerable.
506	 B is correct because industrial control systems often lack modern security features and are targets for attacks. A is incorrect because serverless platforms are managed by cloud providers. C is incorrect because virtualization adds a security layer. D is incorrect because SD-WAN is a secure network transport.
514	 D is correct because geofencing uses physical location to allow or deny access to systems. A is incorrect because VLANs segment by logical grouping. B is incorrect because firewalls filter by protocol/port, not physical location. C is incorrect because DNS filtering blocks domains, not locations.
515	 B is correct because content filtering restricts access to inappropriate or non-work-related websites. A is incorrect because IDS detects threats but doesnt block content. C is incorrect because SIEM aggregates logs. D is incorrect because SDN controls network flows.
522	 A is correct because Kerberos uses tickets to authenticate users securely within a domain. B is incorrect because NTLM is older and less secure. C is incorrect because LDAP is a directory protocol. D is incorrect because RADIUS is for remote authentication.
523	 B is correct because RADIUS provides centralized Authentication, Authorization, and Accounting for remote access. A is incorrect because TACACS+ is more often used for device administration. C is incorrect because LDAP is for directory services. D is incorrect because local authentication lacks central control.
539	 C is correct because a WAF protects web applications from common attacks like SQL injection and XSS. A is incorrect because firewalls operate at lower layers. B is incorrect because antivirus is not web-specific. D is incorrect because VPNs encrypt traffic.
540	 B is correct because EDR solutions monitor endpoint behavior and detect threats in real time. A is incorrect because antivirus lacks behavioral analysis. C is incorrect because proxies arent endpoint tools. D is incorrect because SIEM is for log aggregation.
542	 A is correct because remote wipe deletes data from lost or stolen devices to prevent unauthorized access. B is incorrect because geofencing restricts access by location. C is incorrect because patching updates software. D is incorrect because firewall blocks traffic.
545	 C is correct because configuration management ensures consistent system settings across the environment. A is incorrect because patching addresses vulnerabilities. B is incorrect because ACLs enforce access, not settings. D is incorrect because encryption protects data, not configurations.
547	 D is correct because backups ensure data recovery in the event of system failure or data loss. A is incorrect because patching addresses security. B is incorrect because segmentation is for network architecture. C is incorrect because authentication controls access.
550	 B is correct because VLANs logically separate networks on the same physical infrastructure. A is incorrect because patching updates systems. C is incorrect because IDS monitors traffic, not segment it. D is incorrect because RBAC controls user access.
551	 C is correct because firewalls enforce segmentation by filtering traffic between network zones. A is incorrect because proxies route user requests. B is incorrect because ACLs control access, not enforce zones. D is incorrect because geofencing limits location-based access.
552	 D is correct because air gaps completely isolate systems from networks, providing strong protection for critical infrastructure. A is incorrect because segmentation still allows traffic. B is incorrect because IDS only monitors. C is incorrect because VPNs connect, not isolate.
553	 B is correct because DMZs host public-facing services while isolating internal systems. A is incorrect because air gaps fully isolate. C is incorrect because containers run applications, not network zones. D is incorrect because honeypots are decoys, not service zones.
556	 C is correct because 802.1X enforces port-based authentication, often using RADIUS for credentials. A is incorrect because DHCP assigns IP addresses. B is incorrect because NAT translates addresses. D is incorrect because ACLs enforce rules, not authentication.
557	 B is correct because IPsec secures IP traffic with encryption and authentication. A is incorrect because DNS resolves names. C is incorrect because FTP is not encrypted by default. D is incorrect because HTTP lacks encryption.
560	 C is correct because VPNs create encrypted tunnels, securing traffic over public networks. A is incorrect because VLANs are internal segmentation. B is incorrect because SSH is for remote access. D is incorrect because FTP is unencrypted.
562	 A is correct because always-on VPNs maintain continuous encrypted connections, improving security and user experience. B is incorrect because split tunneling is conditional. C is incorrect because TLS is for browser sessions. D is incorrect because NAT modifies IPs.
563	 C is correct because IPsec can operate in tunnel or transport mode to secure network traffic. A is incorrect because TLS is application-level. B is incorrect because SSH is for remote terminals. D is incorrect because DNS doesnt secure communication.
564	 A is correct because SSL was the predecessor to TLS and is now considered insecure. B is incorrect because TLS is the secure replacement for SSL. C is incorrect because IPSec is used at the network layer. D is incorrect because SSH is used for secure command-line access.
566	 B is correct because asymmetric encryption uses a key pair: public key to encrypt and private key to decrypt. A is incorrect because symmetric encryption uses the same key for both. C is incorrect because hashing is one-way. D is incorrect because TLS uses encryption methods but isn't one itself.
567	 C is correct because hashing produces a fixed-size digest that verifies data integrity. A is incorrect because encryption can be decrypted. B is incorrect because tokenization replaces data, not verify it. D is incorrect because compression reduces size, not verifies data.
575	 B is correct because salting adds random data to passwords before hashing to prevent rainbow table attacks. A is incorrect because encryption is not the same as hashing. C is incorrect because key stretching increases hash complexity, but doesnt add randomness. D is incorrect because masking hides part of the data.
585	 B is correct because hashing provides data integrity by ensuring the content hasn't changed. A is incorrect because encryption ensures confidentiality. C is incorrect because tokenization hides data, not verifies it. D is incorrect because steganography conceals messages, not validate them.
591	 A is correct because certificate revocation lists (CRLs) list digital certificates that are no longer trusted. B is incorrect because CAs issue, not revoke certs. C is incorrect because hashing is unrelated. D is incorrect because encryption secures data, not manage certs.
592	 D is correct because OCSP (Online Certificate Status Protocol) provides real-time certificate status checking. A is incorrect because CRLs are updated periodically, not real-time. B is incorrect because hashing is unrelated. C is incorrect because proxies forward traffic.
597	 D is correct because ephemeral keys are temporary and used for a single session, increasing security. A is incorrect because static keys persist longer. B is incorrect because tokenization replaces data. C is incorrect because hashing is not reversible.
604	 A is correct because asymmetric encryption uses a public and private key pair to secure communications. B is incorrect because symmetric encryption uses the same key. C is incorrect because hashing is one-way. D is incorrect because tokenization is used to protect data in databases.
620	 A is correct because failover ensures that if a system fails, another system takes over automatically. B is incorrect because hashing doesnt provide availability. C is incorrect because certificates verify identity. D is incorrect because access control defines permissions.
625	 B is correct because BitLocker is a Microsoft technology that provides full disk encryption. A is incorrect because SSL secures data in transit. C is incorrect because MD5 is a hashing algorithm. D is incorrect because TLS is used for secure network communication.
627	 D is correct because transparent data encryption (TDE) encrypts data files at the storage level, often used in databases. A is incorrect because hashing does not protect data at rest. B is incorrect because tokenization masks data but does not encrypt entire databases. C is incorrect because VPNs secure communication, not databases.
629	 B is correct because data at rest refers to data stored and not actively being transferred or processed. A, C, and D describe data in motion or in use.
630	 A is correct because data saved on a disk and not accessed fits the definition of data at rest. B and D involve motion or temporary storage; C is output, not rest.
631	 B is correct because Ethernet transmits data over a network, which is considered in transit. A and D are at rest; C is compressed storage.
632	 B is correct because data at rest is static and stored on media. A describes in transit, C is in use, D is misleading.
633	 C is correct because data in use is being processed, while data in transit is being transferred. A and B confuse definitions; D is incorrect.
634	 D is correct because Top Secret is the highest classification in government settings. A is the lowest, B and C are intermediate.
635	" B is correct because ""Internal"" refers to company data not shared externally. A is more restrictive, C is least restrictive, D is governmental."
636	 A is correct because trade secrets like formulas and patents are considered highly confidential. B, C, and D are not sensitive.
637	 D is correct because public data is openly available. AC are more restricted.
638	 B is correct because classification is based on the potential impact of disclosure. A, C, and D are not key factors.
639	 D is correct because PHI includes medical records and insurance data. AC may be sensitive but not classified as PHI.
640	 C is correct because PII allows inference of identity, directly or indirectly. AB are not personal; D is too vague.
641	 A is correct because IP includes inventions, copyrights, trademarks, etc. BD are unrelated.
642	 A is correct because medical records are protected by HIPAA. B is not a data type; C and D are public.
643	 C is correct because JSON is machine-readable, not easily human-readable. A, B, D are generally human-readable.
644	" B is correct because ""Create"" is the first phase of the data life cycle. A, C, D occur later."
645	" B is correct because ""Archive"" is the long-term storage phase. A is active use, C is deletion, D is the first phase."
646	" C is correct because ""Use"" involves active processing and analysis. A, B, D are different stages."
647	 B is correct because the Destroy phase ensures permanent inaccessibility. A is for storage, C and D are unrelated.
648	 B is correct because data must be used to have value; it's a required phase. Others are optional or incorrect.
649	" B is correct because ""Share"" refers to controlled data distribution. A, C, D are incorrect."
650	 A is correct because AES-GCM-256 is a secure, authenticated encryption standard. Others are outdated or insecure.
651	 C is correct because legal frameworks vary by country and impact data protection. A, B, and D are less relevant.
652	 C is correct because GDPR governs EU data privacy. Others relate to different regions or domains.
654	 B is correct because cultural norms dictate acceptable data handling in different regions. Others are unrelated.
655	 B is correct because salt makes each hash unique and resistant to precomputed attacks. A, C, D are incorrect.
657	 B is correct because hashing checks integrity; encryption protects confidentiality. A and C are false; D confuses terms.
658	 C is correct because encryption at rest protects stored data. A and B refer to different concepts; D is incorrect.
659	 C is correct because HSMs securely store and manage cryptographic keys. Others serve different purposes.
661	 A is correct because masking hides part of the data with symbols like asterisks. B, C, D describe other methods.
662	 C is correct because masked data still displays parts that may be inferred. A, B, D are not primary concerns.
663	 B is correct because tokenization replaces data with unrelated tokens. Others describe different techniques.
664	 C is correct because tokenized data has no relation to the original, making it irreversible. A and B are wrong concepts.
665	 B is correct because shuffling rearranges existing data values. A, C, and D are not shuffling.
666	 C is correct because tokenized data can't be mathematically reversed. Others confuse tokenization and encryption.
667	 D is correct because tokenization enables redaction of sensitive data before sharing. Others are unrelated or incorrect.
668	 C is correct because segmentation limits the scope of breaches. Others describe unrelated benefits.
669	 C is correct because compartmentalization limits access by role or need-to-know. Others are unrelated.
670	 B is correct because blast radius refers to limiting data exposure during breaches. Others are unrelated concepts.
671	 B is correct because compartmentalization localizes impact, making recovery easier. Others are false or narrow.
672	 C is correct because more sensitive data requires tighter segmentation. Others are incorrect.
673	 C is correct because segmentation logically separates data based on risk or need. Others are not isolation methods.
674	 A and C are correct: Data stored on SSDs (A) and backup tapes (C) is not actively being used or moved and is considered data at rest. B (data in RAM) is considered data in use, and D (Bluetooth transmission) is data in transit.
675	 A, B, and D are correct: Public (A), Confidential (B), and Restricted (D) are common classification levels in commercial environments. C (Secret) is typically used in government/military classification systems, not business.
676	 A and C are correct: PHI (A) is protected by HIPAA, and PII (C) is regulated by laws like GDPR. B (trade secrets) are sensitive but not typically regulated by federal privacy laws. D (forum posts) are public and not regulated.
677	 A and B are correct: The Create (A) and Use (B) phases are mandatory according to CompTIAs data life cycle. C (Archive) and D (Destroy) are optional based on policy or regulation, not always required.
678	 A, C, and D are correct: SHA-256, bcrypt, and scrypt are modern, secure hashing algorithms. B (MD5) is outdated and has known vulnerabilities including hash collisions and should not be used for secure applications.
679	 A, B, and C are correct: Data masking (A), tokenization (B), and obfuscation (C) are all data-hiding techniques. D (AES encryption) is a cryptographic method and not considered obfuscation since it relies on key-based encryption.
680	 B and C are correct: Tokenization replaces sensitive values (C) with pseudorandom tokens that have no mathematical relationship to the original data (B). A is false  tokenized data is *not* reversible. D is incorrect  tokens arent typically generated using HMAC (used in hashing or signing).
681	 A, C, and D are correct: Local privacy laws (A), cultural norms (C), and political stability (D) must all be considered when storing or distributing data across borders. B (uptime guarantees) are important but not directly related to *legal and ethical* storage considerations.
683	 A, B, and D are correct: In the Create phase, data discovery (A), categorization (B), and mapping (D) are key activities. C (data encryption) typically occurs in the Store or Use phases, not during initial creation.
684	 C is correct because the main purpose of a load balancer is to distribute incoming traffic across multiple backend servers. A and D describe unrelated roles; B describes a feature, not a function.
685	 C is correct because clustering enhances availability by providing node redundancyif one node fails, another takes over. A and B do not improve availability. D is a hardware requirement, not a technique.
686	 C is correct: clustering forms a unified system for redundancy and availability, while load balancing distributes requests to multiple servers. A, B, and D are incorrect comparisons.
687	 B is correct: load balancers commonly handle TCP, UDP, HTTP, and TLS traffic. A, C, and D list protocols that are less central to load balancing functionality.
688	 C is correct because cloud load balancers optimize availability and user experience by managing and distributing traffic effectively. A, B, and D are not key drivers for load balancing use.
689	 B is correct: load balancers use health checks to monitor backend instances and remove unresponsive ones from rotation. A is related to authentication; C and D are unrelated.
690	 B is correct: high availability clusters prioritize uptime and minimize disruption through redundancy. A is load balancing; C and D are not related to availability.
691	 C is correct: high performance clusters are designed for compute- or data-intensive tasks like real-time processing. A and B have different focuses, and D is not a valid cluster type.
692	 B is correct: uptime is measured as a percentage and is a key availability metric. A, C, and D are performance or maintenance metrics.
693	 C is correct: active-active clustering allows all nodes to handle traffic simultaneously. A is standby only; B and D refer to unrelated configurations.
694	 B is correct: full backups clear the archive bit. A and C either dont clear it (C) or are unrelated (A); D is a different type of logging.
695	 C is correct: differential backups do not clear the archive bit, while incremental ones do. A and D are incorrect. B misstates incremental behavior.
696	 B is correct: to restore from incremental backups, you need every incremental since the last full, increasing complexity. A, C, and D are incorrect.
697	 B is correct: snapshots provide fast, point-in-time recovery. A may be true but isnt the defining advantage. C and D are false.
698	 B is correct: the lower the RPO, the less data loss you can toleraterequiring more frequent backups. A, C, and D misrepresent RPO's role.
699	 C is correct: journaling tracks real-time changes and can rebuild damaged files. A is health monitoring, B is unrelated, and D is incorrect.
700	 C is correct: encrypting backups protects data confidentiality. A is about physical protection, B and D are unrelated to encryption benefits.
701	 C is correct: snapshots are the fastest to restore due to their lightweight, point-in-time nature. A and B are slower; D requires sequential restoration.
702	 C is correct: onsite backups risk being lost in the same disaster affecting production systems. A, B, and D are lesser concerns.
703	 B is correct: testing recovery ensures your backups can be restored reliably. A is too narrow, and C/D are unrelated to restoration validation.
708	 A, B, D are correct: A disaster recovery plan (DRP) must document critical system inventories, contact info for responders, and step-by-step data recovery procedures. C (certificate trust anchors) is not standard in DRP documentation.
711	 A, B, D are correct: Evaluating multicloud strategy includes ensuring interoperability, assessing latency between providers, and reviewing contractual obligations. Staff redundancy training is related but not a core factor in multicloud evaluation.
719	 A, B, D are correct: Backup logs, restore tests, and snapshot integrity checks confirm effectiveness. Power supply diagrams are irrelevant to backup success.
720	 A, B, D are correct: Fires, floods, earthquakes, vandalism, and surges are physical threats. Memory corruption is a logical or software-related issue.
722	 A, B, D are correct: Immutable and offline backups prevent tampering, and MFA adds access control. Loopholes in retention policies are vulnerabilities, not safeguards.
727	 A, B, D are correct: Geo-distribution provides redundancy, minimizes impact from regional events, and supports jurisdictional compliance. Simplifying firewalls is not a key benefit.
729	 C is correct: tabletop exercises simulate DRP scenarios in a stress-free, discussion-based format. A, B, and D are physical or real-time testing methods.
730	 C is correct: tabletop is interactive and visual; walkthroughs are rehearsals with minimal disruption. A is backward; B and D are inaccurate.
731	 D is correct: parallel tests run the recovery site in operational readiness while primary remains active. A, B, C are incorrect.
732	 C is correct: full-interruption tests are risky and expensive because they fully disrupt operations. Others mischaracterize the risk.
733	 B is correct: simulations mimic real events to evaluate DRP effectiveness. A, C, D are unrelated.
734	 C is correct: full-interruption tests may fail and cause real disruption. Other answers do not address the primary risk.
735	 B is correct: simulations can use crisis actors and staged events. A is destructive, C is passive, D is a hybrid.
736	 B is correct: checklist reviews are inexpensive, making them ideal for small teams. A is incorrect, C and D overstate functionality.
737	 B is correct: testing validates the DRP's ability to recover operations. A, C, and D are specific outcomes but not the core goal.
738	 C is correct: parallel testing operates both sites to test readiness without full disruption. A and B misstate process.
739	 B is correct: blackouts are full power losses. A describes brownouts. C and D are device-level, not system-level.
740	 C is correct: brownouts reduce voltage but dont cause full outages. Others mischaracterize the symptoms.
741	 A is correct: rolling blackouts are planned regional outages. B, C, and D do not define it.
742	 C is correct: UPS provides short-term power during outages. A and B are incorrect roles; D is unrelated.
743	 A is correct: UPS prevents data loss from sudden shutdowns. Other options are unrelated benefits.
744	 B is correct: standby generators support operations during extended outages. A, C, D are incorrect roles.
745	 C is correct: permanent faults are sudden power losses due to line failure. A, B, D are wrong.
746	 C is correct: the Uptime Institute recommends 12 hours of fuel supply minimum. Others are too short.
747	 A is correct: multiple power providers reduce dependency on one source. Other options are not relevant.
748	 A is correct: hot sites require permanent generator placement on foundations. Others do not.
749	 B is correct: cloud recovery uses pay-as-you-go pricing for cost-effectiveness. A, C, and D are not correct.
750	 B is correct: MSSPs offer services like failover, recovery, and monitoring. A, C, D are unrelated.
751	 C is correct: distant backups introduce latency due to long replication times. Others are incorrect.
752	 B is correct: multicloud enhances continuity by distributing services geographically. Others are unrelated.
753	 B is correct: MTBF is a reliability metric indicating average failure rate. Others are not correct uses.
754	 B is correct: MTTR measures average repair time. A, C, D are different metrics.
755	 B is correct: MTD is the maximum tolerable downtime before serious harm. Others are wrong definitions.
756	 B is correct: DRP, BIA, and backup/restore form the foundation of a BCP. A, C, D are unrelated components.
757	 C is correct: AARs record lessons learned and identify needed improvements. Others misrepresent the purpose.
758	 B is correct: chain of authority identifies who leads in disasters. Others are technical or irrelevant.
759	 C is correct: capacity planning uses tools like Gantt charts and forecasts. A, B, D are not typically planning tools.
760	 B is correct: workforce planning ensures adequate personnel. Others are unrelated.
761	 C is correct: final step is identifying and resolving planning gaps. Others are mid-process or unrelated.
762	 C is correct: product capacity addresses how much inventory or resource is needed. Others misstate purpose.
763	 B is correct: capacity planning ensures resources meet availability demands. Others are unrelated outcomes.
764	 A is correct: virtual tape libraries mimic traditional tape backups in cloud environments. Others misdescribe VTL.
765	 B is correct: hybrid cloud backups offer cost and scale advantages. Others are not backup features.
766	 A is correct: segregation of duties prevents fraud or error by separating responsibilities. Others are unrelated.
767	 A is correct: journaling maintains a log of changes useful for forensic review. Others are incorrect functions.
768	 C is correct: encrypting logs ensures confidentiality and compliance. Others are unrelated to encryption.
769	 B is correct: SMB, NFS, and iSCSI are common protocols with volume gateways. Others are different layers.
770	 B is correct: snapshots capture point-in-time images of storage volumes. Others misstate their purpose.
771	 B is correct: archive bits indicate if a file needs backup. Others misrepresent the function.
772	 B is correct: key management ensures encrypted backups can be decrypted. Others are incorrect.
773	 C is correct: lower RPO means less tolerable data loss  requiring more frequent snapshots. A, B, and D are incorrect.
774	B is correct because a secure baseline establishes the minimum required controls. A is incorrectencryption may be part of it but not the purpose. C is incorrectpatching is still needed. D is incorrectthreat detection is not the focus of baselining.
775	B is correct because the CIS provides widely adopted benchmarks. A (NIST) offers frameworks but not the specific benchmarks referenced. C and D are not relevant here.
777	C is correctBaseline 2 refines planning with more detail. A, B, and D are incorrect interpretations of project baselining.
778	A, C, D are common hardening targets. B (wireless protocols) is not itself a hardening target but a technology layer.
779	C is correcthardening aims to reduce vulnerabilities. A, B, and D refer to unrelated design concerns.
781	A and C are correct; both expose embedded systems to risk. B and D are not directly attack surface factors.
782	C is correctidentifying requirements is the first step. The others refer to later phases of planning.
783	B is correctheat maps visually show coverage and interference. Others are unrelated to heat maps.
784	C is correctspectrum analysis reveals interference. Others confuse it with basic networking functions.
785	B is correctCOPE devices are company-issued for mixed use. Others are different models or irrelevant.
786	A is correctCYOD offers pre-approved devices. The rest are inaccurate or unrelated.
787	A, C, D are core EMM goals. B is useful but not a core function.
788	A is correctsandboxing separates sensitive data/apps. Others describe unrelated security actions.
789	C is correctWPA3 is the current standard. Others are outdated or unrelated.
790	B and C are WPA3 improvements. A and D are outdated or incorrect.
791	B is correctPMF secures management frames. Others are off-topic.
792	C is correctAAA handles core access controls. Others don't match AAAs role.
793	A, B, D are valid EAP protocols. C is a directory protocol, not an EAP type.
794	B is correctit ensures input is validated. Others describe unrelated controls.
795	B is correctHttpOnly blocks JS access to cookies. Others are incorrect.
796	B is correctcode signing validates integrity and origin. Others describe unrelated functions.
797	C is correctSAST inspects code without running it. Others describe dynamic testing or misinterpret SAST.
798	A, B, D are asset lifecycle phases. C (access logging) is an operational task, not a lifecycle phase.
824	C is correct because secure configuration baselines provide a repeatable and auditable standard for securing systems across the enterprise. A is incorrect because patching is still necessary even with baselines. B is incorrect because security is prioritized over resource usage. D is incorrect because unrestricted access violates baseline principles.
825	C is correct because the Center for Internet Security (CIS) provides vendor-agnostic, community-developed secure configuration benchmarks. A is incorrect because NIST provides broader frameworks, not specific benchmarks. B is incorrect because ISO sets international standards but not detailed configuration guides. D is incorrect because IEEE focuses on protocols and hardware standards.
826	C is correct because defining the high-level scope and milestones is one of the first steps in a secure baseline project. A is incorrect because antivirus is part of implementation, not initial planning. B is incorrect because outbound firewall rules come later. D is incorrect because protocol removal is part of system hardening, not baseline planning.
827	C is correct because embedded and IoT devices often lack vendor updates or support, making them difficult to secure. A is incorrect because many embedded devices are internet-connected. B is incorrect because automatic updates are uncommon in industrial embedded systems. D is incorrect because proprietary encryption is not the core security challenge.
828	D is correct because many legacy embedded systems are no longer supported by vendors and are hard to patch. A is incorrect because these systems are not inherently secure. B is incorrect because they usually do not receive frequent updates. C is incorrect because they often have external network connectivity.
829	C is correct because wireless site surveys help ensure sufficient coverage and identify optimal access point locations. A is incorrect because VPN testing is separate. B is incorrect because device count does not determine AP placement. D is incorrect as MAC filtering is a security configuration step, not part of site surveys.
830	C is correct because overlapping coverage zones help devices roam seamlessly without disconnecting. A is incorrect because overlap doesn't increase bandwidth. B is incorrect because firewalls are unrelated. D is incorrect as overlap isnt directly tied to preventing data loss.
831	B is correct because a Wi-Fi heatmap is a visualization of signal strength and quality across an area. A is incorrect because a firewall dashboard shows security logs. C is incorrect because MAC filters show device-level access, not coverage. D is incorrect because network topologies show wired or logical structures.
832	C is correct because other tenants wireless signals can interfere, especially on overlapping channels. A is incorrect as printers do not impact wireless signal planning. B may affect signal but is not unique to multi-tenant environments. D is irrelevant because RJ45 ports are for wired setups.
833	D is correct because spectrum analyzers detect signal interference, channel overlap, and noise  all crucial to optimizing wireless deployments. A is incorrect  analyzers dont block devices. B is incorrect  they dont boost output. C is incorrect as mapping layout is done manually or via blueprints.
834	C is correct because BYOD (Bring Your Own Device) allows use of personal devices, often with limited access to non-sensitive enterprise data. A is incorrect because COPE involves corporate-owned devices. B is incorrect since CYOD includes organization-approved devices. D (MDM) is a management tool, not a deployment model.
835	A is correct because in CYOD (Choose Your Own Device), employees select from an approved list of devices. B is incorrect  access depends on policy, not deployment model. C is incorrect  BYOD typically introduces more security concerns. D is incorrect  CYOD still requires MDM.
836	B is correct  sandboxing isolates business and personal environments on mobile devices to protect corporate data. A is incorrect  sandboxing doesnt require root access. C is incorrect  users can still install apps. D is incorrect  encryption is separate from sandboxing.
837	B is correct  secure access ensures users can authenticate and authorize into systems safely, a core mobility management need. A is essential but not the primary mechanism for access control. C and D are not core competencies of enterprise mobility.
838	C is correct  geofencing creates virtual boundaries to restrict or allow device access based on location. A is unrelated to geofencing. B supports security but isnt location-based. D is behavior tracking, not a geofencing function.
839	C is correct  MDM (Mobile Device Management) allows centralized enforcement of mobile policies and configurations. A is incorrect  MDM doesn't disable devices outright. B is not a core function. D is unrelated to mobile device policy enforcement.
840	B is correct  Bluetooth operates on the 2.4 GHz ISM band and follows PAN (Personal Area Network) standards. A is incorrect  Wi-Fi is LAN, not PAN. C and D are separate technologies using other protocols and ranges.
841	C is correct  WPA3 mandates the use of PMF (Protected Management Frames), which increases security. A is incorrect  WPA3 uses stronger encryption. B is incorrect  WPA3 disallows legacy protocols. D is false  encryption is enhanced in WPA3.
842	B is correct  WPA2 uses CCMP (Counter Mode Cipher Block Chaining Message Authentication Code Protocol) for encryption. A (AES) is part of CCMP but not the protocol itself. C is an authentication protocol. D is outdated and insecure.
843	B is correct  the RADIUS server performs backend authentication and authorization in 802.1X. A is incorrect  the AP forwards the request but does not validate. C (supplicant) is the device/user. D may support the connection but doesn't perform authentication.
844	C is correct  PMF secures management frames, which are otherwise vulnerable. A and B are incorrect  data and control frames are handled separately. D is unrelated to PMF.
845	B is correct  EAP-TLS uses X.509 certificates for mutual authentication. A, C, and D use tunneled or faster methods but may not provide mutual certificate-based validation.
846	C is correct  SAST reviews source code early to identify vulnerabilities. A is incorrect  SAST requires code access. B is DASTs strength. D is associated with behavioral testing.
847	C is correct  DAST (Dynamic Application Security Testing) runs against active systems. A and D are static, B is specialized fuzz input testing.
848	A is correct  input validation ensures only well-formed input enters the system, preventing injection attacks. B, C, and D refer to unrelated security tasks.
849	C is correct  secure cookies restrict access and help safeguard PII and credentials. A and B are performance issues. D is false  SSL is still required.
850	B is correct  HttpOnly prevents JavaScript from accessing cookie data. A is false  browsers access cookies. C is incorrect  server can access HttpOnly cookies. D is irrelevant.
851	C is correct  hashing ensures the code wasnt altered. A, B, and D are part of secure code distribution but don't provide tamper detection alone.
852	D is correct  DAST executes tests on live systems, while SAST works on non-running code. A, B, and C are incorrect or misleading.
853	C is correct  asset classification ensures protection aligns with data criticality and sensitivity. A is financial, B is backup-related, D is about system hygiene.
854	B is correct  OSINT is legally and publicly available information used for threat intel. A, C, and D relate to unrelated technical functions.
855	C is correct  CVE provides identifiers for vulnerabilities. A is the host organization (NIST), but CVE is the system.
856	C is correct  CVSS means Common Vulnerability Scoring System. The other options are fabricated.
857	"D is correct  Scores between 9.010.0 are ""Critical"" in CVSS."
858	C is correct  Tor and Freenet browsers are commonly used to access the dark web.
859	A is correct  Maltego is a visualization tool for OSINT and cyber investigations.
860	C is correct  NIST maintains the NVD. MITRE supports CVE and ATT&CK, but not the NVD directly.
861	B is correct  The MITRE ATT&CK Matrix maps adversary tactics and techniques.
862	A is correct  CVE stands for Common Vulnerability Enumeration.
863	D is correct  Maltego is often bundled with Kali/Parrot. Others are unrelated.
864	C is correct  SAST analyzes source code statically, while DAST tests apps during execution.
865	B is correct  SAST tools inspect source code without running it.
866	A is correct  OWASP ZAP is a well-known DAST tool.
867	C is correct  DAST interacts with live systems to uncover runtime vulnerabilities.
868	C is correct  Package monitoring tools track application performance and dependencies.
869	A is correct  These are standard platforms supported by package monitors.
870	C is correct  Compliance scanning assesses whether configurations align with standards. Vulnerability scans check for exposures.
871	C is correct  The two main types of scanner errors are false positives and false negatives.
872	B is correct  GFI LanGuard is a vulnerability scanner. Others are not.
873	C is correct  Compliance audits assess alignment with baseline configurations and policies.
875	A is correct  Ensuring scan accuracy prevents wasting time on false data.
