ID	ExplanationText
524	This question tests understanding of risk mitigation. Correct answer(s): A.
525	This question tests understanding of MAC. Correct answer(s): B.
526	This question tests understanding of firewalls. Correct answer(s): D.
527	This question tests understanding of IDS/IPS. Correct answer(s): B.
528	This question tests understanding of vulnerability scanning. Correct answer(s): D.
529	This question tests understanding of availability. Correct answer(s): A, B.
530	This question tests understanding of encryption. Correct answer(s): C, D.
531	This question tests understanding of vulnerability scanning. Correct answer(s): B.
532	This question tests understanding of VPN. Correct answer(s): A, D.
533	This question tests understanding of RBAC. Correct answer(s): D.
534	This question tests understanding of social engineering. Correct answer(s): C.
535	This question tests understanding of SIEM. Correct answer(s): B.
536	This question tests understanding of encryption. Correct answer(s): D.
537	This question tests understanding of MAC. Correct answer(s): C.
538	This question tests understanding of social engineering. Correct answer(s): D.
539	This question tests understanding of PKI. Correct answer(s): A.
540	This question tests understanding of vulnerability scanning. Correct answer(s): B.
541	This question tests understanding of risk mitigation. Correct answer(s): B.
542	This question tests understanding of RBAC. Correct answer(s): A, D.
543	This question tests understanding of penetration testing. Correct answer(s): A.
544	This question tests understanding of IDS/IPS. Correct answer(s): C.
545	This question tests understanding of multi-factor authentication. Correct answer(s): A, B.
546	This question tests understanding of TLS. Correct answer(s): B.
547	This question tests understanding of log analysis. Correct answer(s): B, D.
548	This question tests understanding of PKI. Correct answer(s): D.
549	This question tests understanding of risk mitigation. Correct answer(s): B, D.
550	This question tests understanding of TLS. Correct answer(s): D.
551	This question tests understanding of risk mitigation. Correct answer(s): A.
552	This question tests understanding of availability. Correct answer(s): A, D.
553	This question tests understanding of RBAC. Correct answer(s): D.
554	This question tests understanding of log analysis. Correct answer(s): A.
555	This question tests understanding of access control models. Correct answer(s): A.
556	This question tests understanding of SIEM. Correct answer(s): D.
557	This question tests understanding of PKI. Correct answer(s): A, C.
558	This question tests understanding of social engineering. Correct answer(s): A.
559	This question tests understanding of log analysis. Correct answer(s): A.
560	This question tests understanding of multi-factor authentication. Correct answer(s): A, B.
561	This question tests understanding of multi-factor authentication. Correct answer(s): D.
562	This question tests understanding of SIEM. Correct answer(s): D.
563	This question tests understanding of vulnerability scanning. Correct answer(s): B.
564	This question tests understanding of firewalls. Correct answer(s): A, D.
565	This question tests understanding of log analysis. Correct answer(s): D.
566	This question tests understanding of PKI. Correct answer(s): A.
567	This question tests understanding of malware. Correct answer(s): A.
568	This question tests understanding of VPN. Correct answer(s): A, B.
569	This question tests understanding of malware. Correct answer(s): C.
570	This question tests understanding of RBAC. Correct answer(s): B.
571	This question tests understanding of phishing. Correct answer(s): C.
572	This question tests understanding of integrity. Correct answer(s): A, B.
573	This question tests understanding of vulnerability scanning. Correct answer(s): D.
574	This question tests understanding of DAC. Correct answer(s): A.
575	This question tests understanding of access control models. Correct answer(s): B.
576	This question tests understanding of access control models. Correct answer(s): A.
577	This question tests understanding of TLS. Correct answer(s): A.
578	This question tests understanding of PKI. Correct answer(s): D.
579	This question tests understanding of TLS. Correct answer(s): C, D.
580	This question tests understanding of risk mitigation. Correct answer(s): A, C.
581	This question tests understanding of ransomware. Correct answer(s): B.
582	This question tests understanding of PKI. Correct answer(s): A, C.
583	This question tests understanding of ransomware. Correct answer(s): B.
584	This question tests understanding of encryption. Correct answer(s): D.
585	This question tests understanding of firewalls. Correct answer(s): A.
586	This question tests understanding of availability. Correct answer(s): D.
587	This question tests understanding of integrity. Correct answer(s): B, D.
588	This question tests understanding of VPN. Correct answer(s): C, D.
589	This question tests understanding of ransomware. Correct answer(s): C.
590	This question tests understanding of firewalls. Correct answer(s): C.
591	This question tests understanding of malware. Correct answer(s): A, C.
592	This question tests understanding of TLS. Correct answer(s): C.
593	This question tests understanding of IDS/IPS. Correct answer(s): D.
594	This question tests understanding of DAC. Correct answer(s): A.
595	This question tests understanding of PKI. Correct answer(s): D.
596	This question tests understanding of TLS. Correct answer(s): C.
597	This question tests understanding of TLS. Correct answer(s): B, C.
598	This question tests understanding of vulnerability scanning. Correct answer(s): D.
599	This question tests understanding of access control models. Correct answer(s): C.
600	This question tests understanding of access control models. Correct answer(s): B.
601	This question tests understanding of access control models. Correct answer(s): A.
602	This question tests understanding of penetration testing. Correct answer(s): B.
603	This question tests understanding of risk mitigation. Correct answer(s): A, D.
604	This question tests understanding of firewalls. Correct answer(s): D.
605	This question tests understanding of MAC. Correct answer(s): A.
606	This question tests understanding of access control models. Correct answer(s): C.
607	This question tests understanding of VPN. Correct answer(s): D.
608	This question tests understanding of log analysis. Correct answer(s): D.
609	This question tests understanding of availability. Correct answer(s): C, D.
610	This question tests understanding of MAC. Correct answer(s): D.
611	This question tests understanding of malware. Correct answer(s): A, D.
612	This question tests understanding of multi-factor authentication. Correct answer(s): A.
613	This question tests understanding of encryption. Correct answer(s): C.
614	This question tests understanding of vulnerability scanning. Correct answer(s): D.
615	This question tests understanding of access control models. Correct answer(s): D.
616	This question tests understanding of DAC. Correct answer(s): A, B.
617	This question tests understanding of SIEM. Correct answer(s): C.
618	This question tests understanding of log analysis. Correct answer(s): A, D.
619	This question tests understanding of DAC. Correct answer(s): D.
620	This question tests understanding of encryption. Correct answer(s): A, D.
621	This question tests understanding of VPN. Correct answer(s): A, D.
622	This question tests understanding of log analysis. Correct answer(s): C, D.
623	This question tests understanding of RBAC. Correct answer(s): D.
624	This question tests understanding of penetration testing. Correct answer(s): C, D.
625	This question tests understanding of phishing. Correct answer(s): B.
626	This question tests understanding of firewalls. Correct answer(s): A.
627	This question tests understanding of TLS. Correct answer(s): B.
628	This question tests understanding of risk mitigation. Correct answer(s): A.
629	This question tests understanding of VPN. Correct answer(s): A.
630	This question tests understanding of encryption. Correct answer(s): C.
631	This question tests understanding of DAC. Correct answer(s): B.
632	This question tests understanding of malware. Correct answer(s): B.
633	This question tests understanding of DAC. Correct answer(s): A.
634	This question tests understanding of availability. Correct answer(s): A.
635	This question tests understanding of log analysis. Correct answer(s): A, C.
636	This question tests understanding of multi-factor authentication. Correct answer(s): C.
637	This question tests understanding of VPN. Correct answer(s): A, B.
638	This question tests understanding of social engineering. Correct answer(s): C.
639	This question tests understanding of MAC. Correct answer(s): A, D.
640	This question tests understanding of SIEM. Correct answer(s): C.
641	This question tests understanding of integrity. Correct answer(s): A.
642	This question tests understanding of integrity. Correct answer(s): A.
643	This question tests understanding of encryption. Correct answer(s): A.
644	This question tests understanding of penetration testing. Correct answer(s): B.
645	This question tests understanding of IDS/IPS. Correct answer(s): A, D.
646	This question tests understanding of IDS/IPS. Correct answer(s): A.
647	This question tests understanding of encryption. Correct answer(s): D.
648	This question tests understanding of firewalls. Correct answer(s): C, D.
649	This question tests understanding of encryption. Correct answer(s): B.
650	This question tests understanding of availability. Correct answer(s): A.
651	This question tests understanding of integrity. Correct answer(s): D.
652	This question tests understanding of penetration testing. Correct answer(s): B, D.
653	This question tests understanding of risk mitigation. Correct answer(s): B, C.
654	This question tests understanding of DAC. Correct answer(s): B.
655	This question tests understanding of log analysis. Correct answer(s): A, C.
656	This question tests understanding of firewalls. Correct answer(s): D.
657	This question tests understanding of MAC. Correct answer(s): C.
658	This question tests understanding of log analysis. Correct answer(s): A.
659	This question tests understanding of confidentiality. Correct answer(s): D.
660	This question tests understanding of availability. Correct answer(s): A.
661	This question tests understanding of social engineering. Correct answer(s): A, B.
662	This question tests understanding of SIEM. Correct answer(s): A, C.
663	This question tests understanding of log analysis. Correct answer(s): A, C.
664	This question tests understanding of ransomware. Correct answer(s): B.
665	This question tests understanding of multi-factor authentication. Correct answer(s): D.
666	This question tests understanding of vulnerability scanning. Correct answer(s): B, C.
667	This question tests understanding of integrity. Correct answer(s): B.
668	This question tests understanding of malware. Correct answer(s): C, D.
669	This question tests understanding of vulnerability scanning. Correct answer(s): B.
670	This question tests understanding of SIEM. Correct answer(s): C.
671	This question tests understanding of log analysis. Correct answer(s): D.
672	This question tests understanding of PKI. Correct answer(s): C.
673	This question tests understanding of firewalls. Correct answer(s): D.
674	This question tests understanding of firewalls. Correct answer(s): C.
675	This question tests understanding of TLS. Correct answer(s): D.
676	This question tests understanding of TLS. Correct answer(s): D.
677	This question tests understanding of vulnerability scanning. Correct answer(s): D.
678	This question tests understanding of access control models. Correct answer(s): D.
679	This question tests understanding of multi-factor authentication. Correct answer(s): A.
680	This question tests understanding of RBAC. Correct answer(s): B.
681	This question tests understanding of malware. Correct answer(s): B.
682	This question tests understanding of risk mitigation. Correct answer(s): D.
683	This question tests understanding of encryption. Correct answer(s): C, D.
684	This question tests understanding of risk mitigation. Correct answer(s): C.
685	This question tests understanding of integrity. Correct answer(s): A.
686	This question tests understanding of confidentiality. Correct answer(s): D.
687	This question tests understanding of access control models. Correct answer(s): B.
688	This question tests understanding of penetration testing. Correct answer(s): D.
689	This question tests understanding of phishing. Correct answer(s): A.
690	This question tests understanding of firewalls. Correct answer(s): D.
691	This question tests understanding of risk mitigation. Correct answer(s): C, D.
692	This question tests understanding of multi-factor authentication. Correct answer(s): A, D.
693	This question tests understanding of IDS/IPS. Correct answer(s): C.
694	This question tests understanding of multi-factor authentication. Correct answer(s): B.
695	This question tests understanding of VPN. Correct answer(s): D.
696	This question tests understanding of risk mitigation. Correct answer(s): B.
697	This question tests understanding of risk mitigation. Correct answer(s): D.
698	This question tests understanding of phishing. Correct answer(s): B.
699	This question tests understanding of RBAC. Correct answer(s): C, D.
700	This question tests understanding of ransomware. Correct answer(s): C.
701	This question tests understanding of access control models. Correct answer(s): B.
702	This question tests understanding of malware. Correct answer(s): B.
703	This question tests understanding of integrity. Correct answer(s): C.
704	This question tests understanding of firewalls. Correct answer(s): A.
705	This question tests understanding of RBAC. Correct answer(s): A.
706	This question tests understanding of IDS/IPS. Correct answer(s): D.
707	This question tests understanding of penetration testing. Correct answer(s): D.
708	This question tests understanding of SIEM. Correct answer(s): A.
709	This question tests understanding of ransomware. Correct answer(s): B.
710	This question tests understanding of social engineering. Correct answer(s): D.
711	This question tests understanding of multi-factor authentication. Correct answer(s): B.
712	This question tests understanding of SIEM. Correct answer(s): D.
713	This question tests understanding of phishing. Correct answer(s): D.
714	This question tests understanding of encryption. Correct answer(s): A.
715	This question tests understanding of phishing. Correct answer(s): B.
716	This question tests understanding of log analysis. Correct answer(s): B.
717	This question tests understanding of firewalls. Correct answer(s): A, B.
718	This question tests understanding of MAC. Correct answer(s): B, D.
719	This question tests understanding of multi-factor authentication. Correct answer(s): D.
720	This question tests understanding of risk mitigation. Correct answer(s): D.
721	This question tests understanding of multi-factor authentication. Correct answer(s): C.
722	This question tests understanding of malware. Correct answer(s): A, B.
723	This question tests understanding of VPN. Correct answer(s): A, B.
724	This question tests understanding of firewalls. Correct answer(s): C.
725	This question tests understanding of multi-factor authentication. Correct answer(s): D.
726	This question tests understanding of availability. Correct answer(s): B.
727	This question tests understanding of penetration testing. Correct answer(s): D.
728	This question tests understanding of IDS/IPS. Correct answer(s): D.
729	This question tests understanding of IDS/IPS. Correct answer(s): B.
730	This question tests understanding of availability. Correct answer(s): D.
731	This question tests understanding of TLS. Correct answer(s): B.
732	This question tests understanding of DAC. Correct answer(s): C.
733	This question tests understanding of malware. Correct answer(s): C.
734	This question tests understanding of integrity. Correct answer(s): A, B.
735	This question tests understanding of risk mitigation. Correct answer(s): B.
736	This question tests understanding of log analysis. Correct answer(s): B.
737	This question tests understanding of ransomware. Correct answer(s): C.
738	This question tests understanding of encryption. Correct answer(s): C.
739	This question tests understanding of multi-factor authentication. Correct answer(s): B.
740	This question tests understanding of ransomware. Correct answer(s): A.
741	This question tests understanding of RBAC. Correct answer(s): B, D.
742	This question tests understanding of SIEM. Correct answer(s): C.
743	This question tests understanding of DAC. Correct answer(s): A, C.
744	This question tests understanding of RBAC. Correct answer(s): D.
745	This question tests understanding of encryption. Correct answer(s): C.
746	This question tests understanding of firewalls. Correct answer(s): B.
747	This question tests understanding of DAC. Correct answer(s): D.
748	This question tests understanding of log analysis. Correct answer(s): C.
749	This question tests understanding of malware. Correct answer(s): B, D.
750	This question tests understanding of risk mitigation. Correct answer(s): C.
751	This question tests understanding of phishing. Correct answer(s): A, D.
752	This question tests understanding of DAC. Correct answer(s): D.
753	This question tests understanding of phishing. Correct answer(s): D.
754	This question tests understanding of integrity. Correct answer(s): B, D.
755	This question tests understanding of multi-factor authentication. Correct answer(s): A, C.
756	This question tests understanding of encryption. Correct answer(s): D.
757	This question tests understanding of IDS/IPS. Correct answer(s): A.
758	This question tests understanding of social engineering. Correct answer(s): B.
759	This question tests understanding of SIEM. Correct answer(s): D.
760	This question tests understanding of TLS. Correct answer(s): A.
761	This question tests understanding of log analysis. Correct answer(s): C.
762	This question tests understanding of DAC. Correct answer(s): B.
763	This question tests understanding of vulnerability scanning. Correct answer(s): B.
764	This question tests understanding of penetration testing. Correct answer(s): A.
765	This question tests understanding of integrity. Correct answer(s): D.
766	This question tests understanding of malware. Correct answer(s): B.
767	This question tests understanding of ransomware. Correct answer(s): C.
768	This question tests understanding of confidentiality. Correct answer(s): B.
769	This question tests understanding of firewalls. Correct answer(s): B, D.
770	This question tests understanding of encryption. Correct answer(s): D.
771	This question tests understanding of VPN. Correct answer(s): A.
772	This question tests understanding of encryption. Correct answer(s): B.
773	This question tests understanding of PKI. Correct answer(s): C, D.
774	This question tests understanding of log analysis. Correct answer(s): B.
775	This question tests understanding of malware. Correct answer(s): A, B.
776	This question tests understanding of penetration testing. Correct answer(s): D.
777	This question tests understanding of malware. Correct answer(s): C.
778	This question tests understanding of malware. Correct answer(s): D.
779	This question tests understanding of MAC. Correct answer(s): D.
780	This question tests understanding of RBAC. Correct answer(s): C.
781	This question tests understanding of firewalls. Correct answer(s): B.
782	This question tests understanding of access control models. Correct answer(s): C, D.
783	This question tests understanding of social engineering. Correct answer(s): D.
784	This question tests understanding of penetration testing. Correct answer(s): B.
785	This question tests understanding of phishing. Correct answer(s): C, D.
786	This question tests understanding of VPN. Correct answer(s): A.
787	This question tests understanding of encryption. Correct answer(s): D.
788	This question tests understanding of phishing. Correct answer(s): D.
789	This question tests understanding of social engineering. Correct answer(s): A.
790	This question tests understanding of phishing. Correct answer(s): C, D.
791	This question tests understanding of encryption. Correct answer(s): A, D.
792	This question tests understanding of integrity. Correct answer(s): C, D.
793	This question tests understanding of risk mitigation. Correct answer(s): A.
794	This question tests understanding of ransomware. Correct answer(s): D.
795	This question tests understanding of IDS/IPS. Correct answer(s): B, D.
796	This question tests understanding of log analysis. Correct answer(s): C.
797	This question tests understanding of IDS/IPS. Correct answer(s): A.
798	This question tests understanding of encryption. Correct answer(s): C.
799	This question tests understanding of penetration testing. Correct answer(s): C, D.
800	This question tests understanding of confidentiality. Correct answer(s): A.
801	This question tests understanding of phishing. Correct answer(s): A, B.
802	This question tests understanding of ransomware. Correct answer(s): A.
803	This question tests understanding of firewalls. Correct answer(s): C.
804	This question tests understanding of log analysis. Correct answer(s): A, B.
805	This question tests understanding of SIEM. Correct answer(s): A.
806	This question tests understanding of social engineering. Correct answer(s): A.
807	This question tests understanding of multi-factor authentication. Correct answer(s): D.
808	This question tests understanding of log analysis. Correct answer(s): A.
809	This question tests understanding of multi-factor authentication. Correct answer(s): A, B.
810	This question tests understanding of access control models. Correct answer(s): A, D.
811	This question tests understanding of VPN. Correct answer(s): C, D.
812	This question tests understanding of social engineering. Correct answer(s): C.
813	This question tests understanding of confidentiality. Correct answer(s): A, B.
814	This question tests understanding of SIEM. Correct answer(s): A, D.
815	This question tests understanding of penetration testing. Correct answer(s): A.
816	This question tests understanding of risk mitigation. Correct answer(s): C.
817	This question tests understanding of penetration testing. Correct answer(s): C.
818	This question tests understanding of integrity. Correct answer(s): A, C.
819	This question tests understanding of log analysis. Correct answer(s): B.
820	This question tests understanding of vulnerability scanning. Correct answer(s): B.
821	This question tests understanding of access control models. Correct answer(s): C, D.
822	This question tests understanding of log analysis. Correct answer(s): A, D.
823	This question tests understanding of phishing. Correct answer(s): C.
824	This question tests understanding of vulnerability scanning. Correct answer(s): C.
825	This question tests understanding of multi-factor authentication. Correct answer(s): A, B.
826	This question tests understanding of access control models. Correct answer(s): D.
827	This question tests understanding of phishing. Correct answer(s): D.
828	This question tests understanding of firewalls. Correct answer(s): A.
829	This question tests understanding of vulnerability scanning. Correct answer(s): B, D.
830	This question tests understanding of availability. Correct answer(s): B.
831	This question tests understanding of MAC. Correct answer(s): D.
832	This question tests understanding of log analysis. Correct answer(s): D.
833	This question tests understanding of vulnerability scanning. Correct answer(s): B.
834	This question tests understanding of PKI. Correct answer(s): C.
835	This question tests understanding of phishing. Correct answer(s): B.
836	This question tests understanding of penetration testing. Correct answer(s): B, C.
837	This question tests understanding of phishing. Correct answer(s): A, C.
838	This question tests understanding of risk mitigation. Correct answer(s): A.
839	This question tests understanding of PKI. Correct answer(s): A.
840	This question tests understanding of risk mitigation. Correct answer(s): A.
841	This question tests understanding of risk mitigation. Correct answer(s): B, C.
842	This question tests understanding of RBAC. Correct answer(s): A.
843	This question tests understanding of DAC. Correct answer(s): A.
844	This question tests understanding of vulnerability scanning. Correct answer(s): B.
845	This question tests understanding of log analysis. Correct answer(s): D.
846	This question tests understanding of vulnerability scanning. Correct answer(s): A.
847	This question tests understanding of PKI. Correct answer(s): A.
848	This question tests understanding of DAC. Correct answer(s): A.
849	This question tests understanding of ransomware. Correct answer(s): A, C.
850	This question tests understanding of risk mitigation. Correct answer(s): B.
851	This question tests understanding of social engineering. Correct answer(s): B.
852	This question tests understanding of PKI. Correct answer(s): A.
853	This question tests understanding of penetration testing. Correct answer(s): D.
854	This question tests understanding of DAC. Correct answer(s): D.
855	This question tests understanding of VPN. Correct answer(s): A, B.
856	This question tests understanding of VPN. Correct answer(s): B, D.
857	This question tests understanding of encryption. Correct answer(s): A, D.
858	This question tests understanding of log analysis. Correct answer(s): C.
859	This question tests understanding of penetration testing. Correct answer(s): B, C.
860	This question tests understanding of vulnerability scanning. Correct answer(s): A, D.
861	This question tests understanding of log analysis. Correct answer(s): B.
862	This question tests understanding of penetration testing. Correct answer(s): A.
863	This question tests understanding of integrity. Correct answer(s): B, D.
864	This question tests understanding of encryption. Correct answer(s): C, D.
865	This question tests understanding of encryption. Correct answer(s): B.
866	This question tests understanding of encryption. Correct answer(s): D.
867	This question tests understanding of vulnerability scanning. Correct answer(s): C.
868	This question tests understanding of ransomware. Correct answer(s): A, C.
869	This question tests understanding of DAC. Correct answer(s): A.
870	This question tests understanding of integrity. Correct answer(s): A.
871	This question tests understanding of MAC. Correct answer(s): A, C.
872	This question tests understanding of availability. Correct answer(s): D.
873	This question tests understanding of MAC. Correct answer(s): A.
874	This question tests understanding of VPN. Correct answer(s): A, B.
875	This question tests understanding of confidentiality. Correct answer(s): B, D.
876	This question tests understanding of risk mitigation. Correct answer(s): A.
877	This question tests understanding of phishing. Correct answer(s): D.
878	This question tests understanding of availability. Correct answer(s): A, B.
879	This question tests understanding of social engineering. Correct answer(s): C.
880	This question tests understanding of log analysis. Correct answer(s): C.
881	This question tests understanding of IDS/IPS. Correct answer(s): A.
882	This question tests understanding of phishing. Correct answer(s): A, B.
883	This question tests understanding of risk mitigation. Correct answer(s): B.
884	This question tests understanding of IDS/IPS. Correct answer(s): B.
885	This question tests understanding of IDS/IPS. Correct answer(s): D.
886	This question tests understanding of confidentiality. Correct answer(s): A.
887	This question tests understanding of phishing. Correct answer(s): B.
888	This question tests understanding of risk mitigation. Correct answer(s): A, B.
889	This question tests understanding of phishing. Correct answer(s): C.
890	This question tests understanding of log analysis. Correct answer(s): C.
891	This question tests understanding of social engineering. Correct answer(s): A.
892	This question tests understanding of access control models. Correct answer(s): B.
893	This question tests understanding of confidentiality. Correct answer(s): C.
894	This question tests understanding of RBAC. Correct answer(s): B, D.
895	This question tests understanding of penetration testing. Correct answer(s): D.
896	This question tests understanding of RBAC. Correct answer(s): C.
897	This question tests understanding of confidentiality. Correct answer(s): A.
898	This question tests understanding of multi-factor authentication. Correct answer(s): B.
899	This question tests understanding of TLS. Correct answer(s): D.
900	This question tests understanding of confidentiality. Correct answer(s): A, B.
901	This question tests understanding of DAC. Correct answer(s): C.
902	This question tests understanding of risk mitigation. Correct answer(s): D.
903	This question tests understanding of social engineering. Correct answer(s): C.
904	This question tests understanding of risk mitigation. Correct answer(s): A, B.
905	This question tests understanding of availability. Correct answer(s): B, D.
906	This question tests understanding of malware. Correct answer(s): A.
907	This question tests understanding of phishing. Correct answer(s): B.
908	This question tests understanding of VPN. Correct answer(s): C.
909	This question tests understanding of availability. Correct answer(s): A.
910	This question tests understanding of penetration testing. Correct answer(s): C.
911	This question tests understanding of integrity. Correct answer(s): D.
912	This question tests understanding of vulnerability scanning. Correct answer(s): B.
913	This question tests understanding of availability. Correct answer(s): C.
914	This question tests understanding of confidentiality. Correct answer(s): A.
915	This question tests understanding of MAC. Correct answer(s): B, D.
916	This question tests understanding of vulnerability scanning. Correct answer(s): B, C.
917	This question tests understanding of PKI. Correct answer(s): C.
918	This question tests understanding of phishing. Correct answer(s): B, C.
919	This question tests understanding of risk mitigation. Correct answer(s): A, B.
920	This question tests understanding of integrity. Correct answer(s): A.
921	This question tests understanding of integrity. Correct answer(s): B.
922	This question tests understanding of multi-factor authentication. Correct answer(s): C.
923	This question tests understanding of penetration testing. Correct answer(s): C.
924	This question tests understanding of IDS/IPS. Correct answer(s): A.
925	This question tests understanding of MAC. Correct answer(s): A, D.
926	This question tests understanding of IDS/IPS. Correct answer(s): B, D.
927	This question tests understanding of SIEM. Correct answer(s): C, D.
928	This question tests understanding of confidentiality. Correct answer(s): A.
929	This question tests understanding of confidentiality. Correct answer(s): B.
930	This question tests understanding of access control models. Correct answer(s): C.
931	This question tests understanding of confidentiality. Correct answer(s): C.
932	This question tests understanding of social engineering. Correct answer(s): D.
933	This question tests understanding of risk mitigation. Correct answer(s): D.
934	This question tests understanding of RBAC. Correct answer(s): C, D.
935	This question tests understanding of RBAC. Correct answer(s): A, D.
936	This question tests understanding of DAC. Correct answer(s): A.
937	This question tests understanding of IDS/IPS. Correct answer(s): A, B.
938	This question tests understanding of malware. Correct answer(s): D.
939	This question tests understanding of SIEM. Correct answer(s): D.
940	This question tests understanding of integrity. Correct answer(s): D.
941	This question tests understanding of firewalls. Correct answer(s): B.
942	This question tests understanding of RBAC. Correct answer(s): D.
943	This question tests understanding of MAC. Correct answer(s): D.
944	This question tests understanding of penetration testing. Correct answer(s): B, C.
945	This question tests understanding of IDS/IPS. Correct answer(s): B, D.
946	This question tests understanding of penetration testing. Correct answer(s): A.
947	This question tests understanding of social engineering. Correct answer(s): B.
948	This question tests understanding of DAC. Correct answer(s): C, D.
949	This question tests understanding of phishing. Correct answer(s): C, D.
950	This question tests understanding of penetration testing. Correct answer(s): B.
951	This question tests understanding of vulnerability scanning. Correct answer(s): D.
952	This question tests understanding of risk mitigation. Correct answer(s): C, D.
953	This question tests understanding of access control models. Correct answer(s): A.
954	This question tests understanding of social engineering. Correct answer(s): D.
955	This question tests understanding of social engineering. Correct answer(s): B, C.
956	This question tests understanding of phishing. Correct answer(s): B, D.
957	This question tests understanding of availability. Correct answer(s): A.
958	This question tests understanding of MAC. Correct answer(s): D.
959	This question tests understanding of access control models. Correct answer(s): B.
960	This question tests understanding of social engineering. Correct answer(s): B.
961	This question tests understanding of integrity. Correct answer(s): C.
962	This question tests understanding of MAC. Correct answer(s): B.
963	This question tests understanding of phishing. Correct answer(s): C.
964	This question tests understanding of encryption. Correct answer(s): B.
965	This question tests understanding of ransomware. Correct answer(s): D.
966	This question tests understanding of MAC. Correct answer(s): D.
967	This question tests understanding of penetration testing. Correct answer(s): A.
968	This question tests understanding of access control models. Correct answer(s): A, C.
969	This question tests understanding of confidentiality. Correct answer(s): A.
970	This question tests understanding of vulnerability scanning. Correct answer(s): B, D.
971	This question tests understanding of integrity. Correct answer(s): C.
972	This question tests understanding of PKI. Correct answer(s): A.
973	This question tests understanding of ransomware. Correct answer(s): D.
974	This question tests understanding of SIEM. Correct answer(s): A, B.
975	This question tests understanding of MAC. Correct answer(s): A.
976	This question tests understanding of MAC. Correct answer(s): D.
977	This question tests understanding of phishing. Correct answer(s): B, C.
978	This question tests understanding of risk mitigation. Correct answer(s): B, C.
979	This question tests understanding of social engineering. Correct answer(s): C.
980	This question tests understanding of availability. Correct answer(s): B.
981	This question tests understanding of VPN. Correct answer(s): C, D.
982	This question tests understanding of firewalls. Correct answer(s): A.
983	This question tests understanding of confidentiality. Correct answer(s): A, C.
984	This question tests understanding of IDS/IPS. Correct answer(s): C, D.
985	This question tests understanding of access control models. Correct answer(s): C.
986	This question tests understanding of IDS/IPS. Correct answer(s): D.
987	This question tests understanding of TLS. Correct answer(s): C, D.
988	This question tests understanding of confidentiality. Correct answer(s): D.
989	This question tests understanding of availability. Correct answer(s): D.
990	This question tests understanding of penetration testing. Correct answer(s): A.
991	This question tests understanding of integrity. Correct answer(s): A, C.
992	This question tests understanding of social engineering. Correct answer(s): C, D.
993	This question tests understanding of MAC. Correct answer(s): A.
994	This question tests understanding of phishing. Correct answer(s): A, B.
995	This question tests understanding of RBAC. Correct answer(s): A, C.
996	This question tests understanding of TLS. Correct answer(s): A, C.
997	This question tests understanding of SIEM. Correct answer(s): C.
998	This question tests understanding of TLS. Correct answer(s): B, C.
999	This question tests understanding of SIEM. Correct answer(s): A, D.
1000	This question tests understanding of SIEM. Correct answer(s): A, C.
